GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2013,2013,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,4.1 [1.8-7.5],4.10000,1.80000,7.50000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2014,2014,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3.8 [1.6-6.9],3.80000,1.60000,6.90000,,,
MDG_0000000025,Births attended by skilled health personnel (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=25,,,,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,,,USA,United States of America,,,,,99.1,99.10000,,,,,Source: National Center for Health Statistics [USA]. Final Data for 2017; 2018.
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,,,,PUBLISHED,Published,,1990,1990,,AMR,Americas,,,,,USA,United States of America,,,,, 12 [ 11 -  13],12.00000,11.00000,13.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,,,,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,,,USA,United States of America,,,,, 12 [ 12 -  12],12.00000,12.00000,12.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,,,,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,USA,United States of America,,,,, 14 [ 12 -  16],14.00000,12.00000,16.00000,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_310165,NLIS_310165,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310165,PUBLISHED,Published,,1963-1975,1963-1975,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,3.7,3.70000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_311766,NLIS_311766,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311766,PUBLISHED,Published,,1988-1994,1988-1994,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,3.2,3.20000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_311766,NLIS_311766,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311766,PUBLISHED,Published,,1988-1994,1988-1994,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,3.1,3.10000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_311766,NLIS_311766,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311766,PUBLISHED,Published,,1988-1994,1988-1994,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,3.3,3.30000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_312606,NLIS_312606,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312606,PUBLISHED,Published,,1999-2002,1999-2002,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,3.3,3.30000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_312606,NLIS_312606,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312606,PUBLISHED,Published,,1999-2002,1999-2002,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,2.4,2.40000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_312606,NLIS_312606,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312606,PUBLISHED,Published,,1999-2002,1999-2002,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,4.1,4.10000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_312859,NLIS_312859,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312859,PUBLISHED,Published,,1999-2004,1999-2004,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,3.9,3.90000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_312859,NLIS_312859,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312859,PUBLISHED,Published,,1999-2004,1999-2004,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,3.2,3.20000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_312859,NLIS_312859,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312859,PUBLISHED,Published,,1999-2004,1999-2004,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,4.5,4.50000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_313183,NLIS_313183,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313183,PUBLISHED,Published,,2003-2006,2003-2006,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,3.2,3.20000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_313183,NLIS_313183,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313183,PUBLISHED,Published,,2003-2006,2003-2006,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,2.4,2.40000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_313183,NLIS_313183,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313183,PUBLISHED,Published,,2003-2006,2003-2006,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,3.9,3.90000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_313186,NLIS_313186,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313186,PUBLISHED,Published,,2007-2010,2007-2010,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,2.7,2.70000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_313186,NLIS_313186,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313186,PUBLISHED,Published,,2007-2010,2007-2010,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,2.2,2.20000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_313186,NLIS_313186,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313186,PUBLISHED,Published,,2007-2010,2007-2010,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,3.2,3.20000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_313188,NLIS_313188,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313188,PUBLISHED,Published,,2011-2012,2011-2012,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,2.1,2.10000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_313188,NLIS_313188,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313188,PUBLISHED,Published,,2011-2012,2011-2012,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,1.2,1.20000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=72,NLIS_313188,NLIS_313188,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313188,PUBLISHED,Published,,2011-2012,2011-2012,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,3.0,3.00000,,,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=334,,,,VOID_APPROVED,Void approved,,2000,2000,,AMR,Americas,,,,,USA,United States of America,,,,,No data,,,,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=334,,,,VOID_APPROVED,Void approved,,2005,2005,,AMR,Americas,,,,,USA,United States of America,,,,,No data,,,,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=334,,,,VOID_APPROVED,Void approved,,2010,2010,,AMR,Americas,,,,,USA,United States of America,,,,,No data,,,,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=334,,,,VOID_APPROVED,Void approved,,2017,2017,,AMR,Americas,,,,,USA,United States of America,,,,,No data,,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,1994,1994,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,72,72.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,1995,1995,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,76,76.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,1996,1996,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,79,79.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,1997,1997,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,79,79.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,1998,1998,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,81,81.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,1999,1999,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,82,82.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,83,83.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2001,2001,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,83,83.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2002,2002,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,83,83.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2003,2003,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,83,83.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2004,2004,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,83,83.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,84,84.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2006,2006,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,84,84.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2007,2007,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,85,85.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2008,2008,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,85,85.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2009,2009,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,60,60.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,64,64.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2011,2011,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,78,78.00000,,,,,
MDG_0000000033,Antiretroviral therapy coverage among people with HIV infection eligible for ART according to 2010 guidelines (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=12,,,,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,USA,United States of America,,,,,No data,,,,,,
MH_17,Mental hospitals (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2955,,,,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,,,USA,United States of America,,,,,0.189,0.18910,,,,,
MH_18,Mental health units in general hospitals (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2953,,,,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,,,USA,United States of America,,,,,0.349,0.34914,,,,,
MH_6,Psychiatrists working in mental health sector (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2954,,,,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,,,USA,United States of America,,,,,10.542,10.54202,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_310165,NLIS_310165,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310165,PUBLISHED,Published,,1963-1975,1963-1975,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,3.1,3.10000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_311766,NLIS_311766,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311766,PUBLISHED,Published,,1988-1994,1988-1994,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,0.7,0.70000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_311766,NLIS_311766,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311766,PUBLISHED,Published,,1988-1994,1988-1994,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,0.6,0.60000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_311766,NLIS_311766,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311766,PUBLISHED,Published,,1988-1994,1988-1994,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,0.7,0.70000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_312606,NLIS_312606,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312606,PUBLISHED,Published,,1999-2002,1999-2002,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,0.4,0.40000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_312606,NLIS_312606,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312606,PUBLISHED,Published,,1999-2002,1999-2002,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,0.1,0.10000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_312606,NLIS_312606,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312606,PUBLISHED,Published,,1999-2002,1999-2002,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,0.6,0.60000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_312859,NLIS_312859,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312859,PUBLISHED,Published,,1999-2004,1999-2004,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,0.6,0.60000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_312859,NLIS_312859,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312859,PUBLISHED,Published,,1999-2004,1999-2004,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,0.4,0.40000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_312859,NLIS_312859,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312859,PUBLISHED,Published,,1999-2004,1999-2004,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,0.8,0.80000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_313183,NLIS_313183,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313183,PUBLISHED,Published,,2003-2006,2003-2006,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,0.8,0.80000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_313183,NLIS_313183,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313183,PUBLISHED,Published,,2003-2006,2003-2006,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,0.8,0.80000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_313183,NLIS_313183,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313183,PUBLISHED,Published,,2003-2006,2003-2006,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,0.8,0.80000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_313186,NLIS_313186,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313186,PUBLISHED,Published,,2007-2010,2007-2010,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,0.5,0.50000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_313186,NLIS_313186,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313186,PUBLISHED,Published,,2007-2010,2007-2010,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,0.5,0.50000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_313186,NLIS_313186,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313186,PUBLISHED,Published,,2007-2010,2007-2010,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,0.5,0.50000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_313188,NLIS_313188,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313188,PUBLISHED,Published,,2011-2012,2011-2012,,AMR,Americas,,,,,USA,United States of America,,BTSX,Both sexes,,0.5,0.50000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_313188,NLIS_313188,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313188,PUBLISHED,Published,,2011-2012,2011-2012,,AMR,Americas,,,,,USA,United States of America,,FMLE,Female,,0.7,0.70000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=302,NLIS_313188,NLIS_313188,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313188,PUBLISHED,Published,,2011-2012,2011-2012,,AMR,Americas,,,,,USA,United States of America,,MLE,Male,,0.4,0.40000,,,,,
SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,http://apps.who.int/gho/data/node.wrapper.imr?x-id=4759,,,,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,,,USA,United States of America,,,,,9.8,9.81408,,,,,"WHO Global Information System on Alcohol and Health (GISAH), 2018"
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2002,2002,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2005,2005,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2013,2013,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,USA,United States of America,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
